,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,centroid_lat,centroid_lon,city,avg_d_speed_mbps,avg_u_speed_mbps
4666,30034,4875,20,1,1,30.8008333629294,31.58294677734375,Hihyā,30.034,4.875
4667,10724,622,22,4,2,30.791396166239448,31.59393310546875,Hihyā,10.724,0.622
4668,13381,1607,25,3,1,30.82442230064035,31.599426269531254,Timayy al Imdīd,13.381,1.607
4669,15255,1819,128,9,2,30.814987420632907,31.61041259765625,Hihyā,15.255,1.819
4670,6828,1337,28,1,1,30.82442230064035,31.62139892578125,Hihyā,6.828,1.337
4671,993,388,530,1,1,30.8008333629294,31.60491943359375,Hihyā,0.993,0.388
4672,25463,4754,11,2,2,30.791396166239448,31.615905761718757,Hihyā,25.463,4.754
4673,1958,59,43,1,1,30.805551613828754,31.626892089843743,Hihyā,1.958,0.059
4674,21171,7706,10,6,2,30.8008333629294,31.621398925781246,Hihyā,21.171,7.706
4675,16689,3097,37,53,22,30.8008333629294,31.62689208984375,Hihyā,16.689,3.097
4676,37228,11419,23,6,1,30.805551613828754,31.63787841796875,Hihyā,37.228,11.419
4677,15404,2159,41,11,3,30.8008333629294,31.632385253906254,Hihyā,15.404,2.159
4678,26384,2678,37,1,1,30.8008333629294,31.63787841796875,Hihyā,26.384,2.678
4679,23718,7424,18,51,12,30.79611488039275,31.62139892578125,Hihyā,23.718,7.424
4680,63212,50803,40,98,30,30.79611488039275,31.62689208984375,Hihyā,63.212,50.803
4681,21206,4161,14,22,11,30.791396166239448,31.62139892578125,Hihyā,21.206,4.161
4682,23456,4486,37,99,27,30.791396166239448,31.626892089843743,Hihyā,23.456,4.486
4683,16216,2806,20,57,16,30.79611488039275,31.63238525390625,Hihyā,16.216,2.806
4684,5797,546,13,4,2,30.79611488039275,31.637878417968757,Hihyā,5.797,0.546
4685,20916,4446,23,84,12,30.791396166239448,31.63238525390625,Hihyā,20.916,4.446
4686,8825,690,39,3,2,30.791396166239448,31.637878417968743,Hihyā,8.825,0.69
4687,3388,674,71,8,2,30.7819580431652,31.56646728515625,Hihyā,3.388,0.674
4688,7674,1298,14,2,1,30.7772386342856,31.555480957031246,Hihyā,7.674,1.298
4689,18363,2906,24,1,1,30.772518993871945,31.560974121093743,Hihyā,18.363,2.906
4690,1625,376,58,2,1,30.78667722049005,31.582946777343757,Hihyā,1.625,0.376
4691,6546,705,22,6,1,30.7772386342856,31.59393310546875,Hihyā,6.546,0.705
4692,3871,1334,90,14,1,30.7583586836331,31.577453613281254,Hihyā,3.871,1.334
4693,5698,574,22,1,1,30.7819580431652,31.60491943359375,Hihyā,5.698,0.574
4694,19310,1905,56,14,2,30.772518993871945,31.61590576171875,Hihyā,19.31,1.905
4695,28126,3221,11,2,2,30.78667722049005,31.621398925781246,Hihyā,28.126,3.221
4696,15695,1612,37,77,11,30.78667722049005,31.62689208984375,Hihyā,15.695,1.612
4697,25691,3633,21,9,5,30.78667722049005,31.63238525390625,Hihyā,25.691,3.633
4698,14647,1125,22,7,1,30.78667722049005,31.637878417968743,Hihyā,14.647,1.125
4699,41372,10508,11,9,4,30.7819580431652,31.63238525390625,Hihyā,41.372,10.508
4700,19794,3460,16,11,2,30.7819580431652,31.637878417968757,Hihyā,19.794,3.46
4701,13155,1918,21,12,1,30.767799121944847,31.610412597656246,Hihyā,13.155,1.918
4702,4171,706,24,6,2,30.753638117289757,31.621398925781254,Hihyā,4.171,0.706
4703,5773,851,18,5,2,30.753638117289757,31.63787841796875,Hihyā,5.773,0.851
4704,55573,19778,11,3,1,30.94699132742305,31.65435791015625,Banī ‘Ubayd,55.573,19.778
4705,1879,500,22,2,1,30.942280035200504,31.654357910156254,Banī ‘Ubayd,1.879,0.5
4706,14823,2130,32,6,3,30.9375685107251,31.648864746093743,Banī ‘Ubayd,14.823,2.13
4707,3638,399,17,2,2,30.932856754017248,31.643371582031246,Banī ‘Ubayd,3.638,0.399
4708,14541,2885,18,65,5,30.932856754017248,31.64886474609375,Banī ‘Ubayd,14.541,2.885
4709,18327,2395,19,9,4,30.9375685107251,31.65435791015625,Banī ‘Ubayd,18.327,2.395
4710,13870,1628,23,14,5,30.932856754017248,31.65435791015625,Banī ‘Ubayd,13.87,1.628
4711,10730,2418,10,3,1,30.928144765097404,31.64886474609375,Banī ‘Ubayd,10.73,2.418
4712,7838,736,32,4,2,30.904581338033,31.681823730468743,Banī ‘Ubayd,7.838,0.736
4713,9131,834,26,2,1,30.92343254398595,31.692810058593757,Banī ‘Ubayd,9.131,0.834
4714,3369,384,28,3,2,30.91400740527,31.69281005859375,Banī ‘Ubayd,3.369,0.384
4715,1816,2737,53,2,2,30.9092944877064,31.714782714843757,Banī ‘Ubayd,1.816,2.737
4716,19084,912,12,1,1,30.904581338033,31.70928955078125,Banī ‘Ubayd,19.084,0.912
4717,784,950,49,1,1,30.890440496558604,31.654357910156254,Banī ‘Ubayd,0.784,0.95
4718,25400,3814,13,5,1,30.89986795627025,31.676330566406246,Banī ‘Ubayd,25.4,3.814
4719,1982,434,40,1,1,30.89986795627025,31.681823730468757,Banī ‘Ubayd,1.982,0.434
4720,25607,2600,15,1,1,30.8810121087353,31.643371582031246,Banī ‘Ubayd,25.607,2.6
4721,8376,1179,32,24,3,30.8810121087353,31.659851074218743,Banī ‘Ubayd,8.376,1.179
4722,16103,2739,34,57,9,30.87629756683295,31.659851074218743,Banī ‘Ubayd,16.103,2.739
4723,16874,2975,24,1,1,30.8668677871496,31.64337158203125,Timayy al Imdīd,16.874,2.975
4724,11440,804,46,1,1,30.8668677871496,31.648864746093743,Banī ‘Ubayd,11.44,0.804
4725,10737,805,37,1,1,30.87629756683295,31.66534423828125,Banī ‘Ubayd,10.737,0.805
4726,11806,1850,449,20,2,30.8715827929642,31.681823730468757,Banī ‘Ubayd,11.806,1.85
4727,15471,2893,30,3,1,30.89986795627025,31.703796386718757,Banī ‘Ubayd,15.471,2.893
4728,1845,621,11,1,1,30.895154342438648,31.714782714843743,Banī ‘Ubayd,1.845,0.621
4729,13740,2613,33,5,3,30.89986795627025,31.72576904296875,Banī ‘Ubayd,13.74,2.613
4730,830,2202,54,1,1,30.895154342438648,31.72027587890625,Banī ‘Ubayd,0.83,2.202
4731,21166,3481,18,10,3,30.895154342438648,31.725769042968757,Banī ‘Ubayd,21.166,3.481
4732,2642,1556,51,2,2,30.890440496558604,31.72027587890625,Banī ‘Ubayd,2.642,1.556
4733,8385,1109,116,23,8,30.890440496558604,31.72576904296875,Qantīr,8.385,1.109
4734,733,1969,30,1,1,30.88572641865065,31.72027587890625,Qantīr,0.733,1.969
4735,8563,1669,24,28,3,30.8810121087353,31.687316894531246,Banī ‘Ubayd,8.563,1.669
4736,18591,7242,32,4,3,30.8810121087353,31.692810058593743,Banī ‘Ubayd,18.591,7.242
4737,9505,1691,56,135,4,30.87629756683295,31.68731689453125,Banī ‘Ubayd,9.505,1.691
4738,25838,1972,26,3,2,30.87629756683295,31.692810058593743,Banī ‘Ubayd,25.838,1.972
4739,1519,434,156,3,2,30.8810121087353,31.720275878906246,Qantīr,1.519,0.434
4740,8949,2457,20,1,1,30.8621525494096,31.648864746093757,Banī ‘Ubayd,8.949,2.457
4741,4402,88,0,1,1,30.8574370797647,31.65435791015625,Banī ‘Ubayd,4.402,0.088
4742,12346,1732,22,7,3,30.84800544484245,31.64337158203125,Timayy al Imdīd,12.346,1.732
4743,1702,387,200,8,2,30.84800544484245,31.65985107421875,Banī ‘Ubayd,1.702,0.387
4744,18973,2603,15,3,1,30.843289279606257,31.643371582031254,Timayy al Imdīd,18.973,2.603
4745,10500,1566,35,53,8,30.838572882547343,31.643371582031254,Timayy al Imdīd,10.5,1.566
4746,6555,609,64,11,2,30.833856253686346,31.64337158203125,Timayy al Imdīd,6.555,0.609
4747,6959,1068,27,1,1,30.843289279606257,31.681823730468743,Fāqūs,6.959,1.068
4748,25913,3624,15,5,2,30.8574370797647,31.70379638671875,Qantīr,25.913,3.624
4749,2675,1580,163,3,2,30.85272137823545,31.698303222656246,Qantīr,2.675,1.58
4750,9610,1055,35,3,1,30.8621525494096,31.714782714843757,Qantīr,9.61,1.055
4751,25219,4531,18,1,1,30.8574370797647,31.70928955078125,Qantīr,25.219,4.531
4752,17258,4227,21,4,3,30.82913939304385,31.70379638671875,Fāqūs,17.258,4.227
4753,2910,692,68,9,1,30.843289279606257,31.71478271484375,Qantīr,2.91,0.692
4754,17265,2647,35,48,3,30.82913939304385,31.70928955078125,Fāqūs,17.265,2.647
4755,7239,992,79,17,5,30.895154342438648,31.73126220703125,Qantīr,7.239,0.992
4756,12297,1324,198,1,1,30.890440496558604,31.731262207031246,Qantīr,12.297,1.324
4757,26070,2987,22,2,1,30.88572641865065,31.74224853515625,Qantīr,26.07,2.987
4758,653,206,76,1,1,30.8810121087353,31.736755371093743,Qantīr,0.653,0.206
4759,11396,1682,118,14,3,30.8810121087353,31.742248535156246,Qantīr,11.396,1.682
4760,3855,819,80,1,1,30.8810121087353,31.74774169921875,Qantīr,3.855,0.819
4761,1877,818,95,2,2,30.87629756683295,31.747741699218757,Qantīr,1.877,0.818
4762,21473,967,36,1,1,30.8621525494096,31.75323486328125,Qantīr,21.473,0.967
4763,23353,3959,14,16,5,30.82913939304385,31.74224853515625,Qantīr,23.353,3.959
4764,815,1315,17,3,1,30.838572882547343,31.76971435546875,Qantīr,0.815,1.315
4765,9210,861,16,2,1,30.833856253686346,31.780700683593757,Qantīr,9.21,0.861
4766,4250,367,105,6,1,30.82913939304385,31.775207519531254,Qantīr,4.25,0.367
4767,36142,4970,12,2,1,30.82913939304385,31.80267333984375,Qantīr,36.142,4.97
4768,27857,2928,23,1,1,30.82913939304385,31.81365966796875,Qantīr,27.857,2.928
4769,1764,140,47,2,1,30.82442230064035,31.65985107421875,Hihyā,1.764,0.14
4770,1364,278,39,3,1,30.819704976496503,31.65985107421875,Hihyā,1.364,0.278
4771,8847,606,15,1,1,30.810269633070103,31.65985107421875,Hihyā,8.847,0.606
4772,2425,1636,33,1,1,30.82442230064035,31.665344238281246,Hihyā,2.425,1.636
4773,60814,16682,12,17,2,30.8008333629294,31.65985107421875,Hihyā,60.814,16.682
4774,33138,1738,10,1,1,30.791396166239448,31.64886474609375,Hihyā,33.138,1.738
4775,2466,296,322,1,1,30.805551613828754,31.66534423828125,Hihyā,2.466,0.296
4776,9058,791,30,2,1,30.8008333629294,31.670837402343757,Hihyā,9.058,0.791
4777,13548,822,38,2,1,30.82442230064035,31.68731689453125,Fāqūs,13.548,0.822
4778,751,134,259,1,1,30.82442230064035,31.70379638671875,Fāqūs,0.751,0.134
4779,33770,10304,11,6,3,30.82442230064035,31.70928955078125,Fāqūs,33.77,10.304
4780,885,4985,11,1,1,30.82442230064035,31.71478271484375,Fāqūs,0.885,4.985
4781,10647,959,32,9,3,30.819704976496503,31.71478271484375,Fāqūs,10.647,0.959
4782,14532,2736,403,3,2,30.819704976496503,31.72027587890625,Fāqūs,14.532,2.736
4783,5204,1044,32,6,2,30.814987420632907,31.709289550781246,Fāqūs,5.204,1.044
4784,16830,2162,20,42,1,30.814987420632907,31.71478271484375,Fāqūs,16.83,2.162
4785,9505,277,105,2,1,30.810269633070103,31.71478271484375,Fāqūs,9.505,0.277
4786,15467,2770,27,13,3,30.7772386342856,31.643371582031246,Hihyā,15.467,2.77
4787,22334,2883,9,2,1,30.7772386342856,31.648864746093757,Hihyā,22.334,2.883
4788,42639,14253,8,1,1,30.772518993871945,31.648864746093743,Hihyā,42.639,14.253
4789,9097,1231,18,6,2,30.767799121944847,31.654357910156246,Hihyā,9.097,1.231
4790,34360,4453,9,1,1,30.7583586836331,31.65985107421875,Hihyā,34.36,4.453
4791,1512,392,192,1,1,30.7583586836331,31.665344238281254,Hihyā,1.512,0.392
4792,2814,2160,21,4,2,30.7819580431652,31.68731689453125,Fāqūs,2.814,2.16
4793,15572,1238,193,18,3,30.7819580431652,31.692810058593757,Fāqūs,15.572,1.238
4794,5383,539,33,1,1,30.78667722049005,31.72576904296875,Fāqūs,5.383,0.539
4795,32781,3718,17,1,1,30.7772386342856,31.72576904296875,Fāqūs,32.781,3.718
4796,2992,947,123,1,1,30.772518993871945,31.720275878906246,Fāqūs,2.992,0.947
4797,10783,867,27,1,1,30.772518993871945,31.725769042968757,Fāqūs,10.783,0.867
4798,12069,2610,18,1,1,30.763079018525,31.68731689453125,Fāqūs,12.069,2.61
4799,2849,658,68,21,2,30.763079018525,31.69281005859375,Fāqūs,2.849,0.658
4800,31719,4677,11,1,1,30.7583586836331,31.687316894531254,Fāqūs,31.719,4.677
4801,4010,694,19,1,1,30.753638117289757,31.698303222656246,Fāqūs,4.01,0.694
4802,10882,807,32,2,2,30.767799121944847,31.72576904296875,Fāqūs,10.882,0.807
4803,51,307,1472,1,1,30.763079018525,31.72027587890625,Fāqūs,0.051,0.307
4804,1148,647,33,1,1,30.7583586836331,31.71478271484375,Fāqūs,1.148,0.647
4805,7423,797,20,10,4,30.753638117289757,31.714782714843743,Fāqūs,7.423,0.797
4806,24838,2646,99,2,2,30.7583586836331,31.725769042968757,Fāqūs,24.838,2.646
4807,4565,690,18,1,1,30.753638117289757,31.72027587890625,Fāqūs,4.565,0.69
4808,17044,863,21,5,3,30.82442230064035,31.74224853515625,Qantīr,17.044,0.863
4809,20195,959,22,2,1,30.82442230064035,31.74774169921875,Qantīr,20.195,0.959
4810,9790,1106,31,8,2,30.8008333629294,31.74774169921875,Fāqūs,9.79,1.106
4811,6316,378,26,1,1,30.79611488039275,31.74224853515625,Fāqūs,6.316,0.378
4812,19729,2563,37,9,1,30.82442230064035,31.77520751953125,Qantīr,19.729,2.563
4813,5498,933,29,2,1,30.82442230064035,31.78070068359375,Qantīr,5.498,0.933
4814,3102,487,26,1,1,30.819704976496503,31.775207519531254,Qantīr,3.102,0.487
4815,24500,2792,16,1,1,30.810269633070103,31.79168701171875,Qantīr,24.5,2.792
4816,17781,685,12,1,1,30.82442230064035,31.80816650390625,Qantīr,17.781,0.685
4817,15988,2664,27,10,1,30.810269633070103,31.79718017578125,Qantīr,15.988,2.664
4818,23708,2764,15,4,1,30.814987420632907,31.808166503906257,Qantīr,23.708,2.764
4819,41814,14163,10,1,1,30.805551613828754,31.79718017578125,Qantīr,41.814,14.163
4820,11245,1229,41,4,1,30.79611488039275,31.80816650390625,Qantīr,11.245,1.229
4821,25626,2873,12,2,1,30.791396166239448,31.808166503906254,Qantīr,25.626,2.873
4822,10682,827,16,1,1,30.7819580431652,31.736755371093743,Fāqūs,10.682,0.827
4823,12422,769,21,5,2,30.7772386342856,31.736755371093757,Fāqūs,12.422,0.769
4824,9603,642,66,2,2,30.7772386342856,31.74224853515625,Fāqūs,9.603,0.642
4825,12449,2029,19,4,2,30.7772386342856,31.764221191406254,Fāqūs,12.449,2.029
4826,6797,799,33,5,2,30.753638117289757,31.73126220703125,Fāqūs,6.797,0.799
4827,8187,1374,27,2,1,30.753638117289757,31.736755371093757,Fāqūs,8.187,1.374
4828,11181,2753,29,10,3,30.753638117289757,31.74774169921875,Fāqūs,11.181,2.753
4829,4906,6959,25,5,1,30.78667722049005,31.78070068359375,Fāqūs,4.906,6.959
4830,23374,4974,15,2,1,30.772518993871945,31.78619384765625,Fāqūs,23.374,4.974
4831,20608,2535,66,5,3,30.772518993871945,31.79168701171875,Fāqūs,20.608,2.535
4832,1611,131,79,1,1,30.7819580431652,31.81365966796875,Qantīr,1.611,0.131
4833,6012,639,59,18,1,30.7772386342856,31.797180175781243,Qantīr,6.012,0.639
4834,5673,594,42,55,2,30.7772386342856,31.802673339843757,Qantīr,5.673,0.594
4835,28897,6428,26,3,2,30.772518993871945,31.81365966796875,Qantīr,28.897,6.428
4836,8859,6569,11,1,1,30.753638117289757,31.78070068359375,Fāqūs,8.859,6.569
4837,11325,401,17,2,1,30.7583586836331,31.79168701171875,Fāqūs,11.325,0.401
4838,8181,593,40,25,2,30.753638117289757,31.79718017578125,Fāqūs,8.181,0.593
4839,9716,854,39,16,4,30.753638117289757,31.80267333984375,Fāqūs,9.716,0.854
4840,24566,4594,11,2,1,30.7583586836331,31.808166503906254,Fāqūs,24.566,4.594
4841,19046,2509,24,16,6,30.753638117289757,31.80816650390625,Fāqūs,19.046,2.509
4842,4858,3665,46,6,3,30.753638117289757,31.81365966796875,Fāqūs,4.858,3.665
4843,5579,707,40,3,1,30.82442230064035,31.819152832031254,Qantīr,5.579,0.707
4844,8561,576,95,6,1,30.814987420632907,31.824645996093757,Qantīr,8.561,0.576
4845,27135,4646,11,6,2,30.805551613828754,31.83563232421875,Qantīr,27.135,4.646
4846,22877,4139,15,3,3,30.8008333629294,31.835632324218757,Qantīr,22.877,4.139
4847,7635,445,67,5,1,30.791396166239448,31.82464599609375,Qantīr,7.635,0.445
4848,14729,1717,23,1,1,30.805551613828754,31.841125488281254,Qantīr,14.729,1.717
4849,34414,4517,12,2,2,30.791396166239448,31.85760498046875,Qantīr,34.414,4.517
4850,9455,4205,10,1,1,30.805551613828754,31.86859130859375,Qantīr,9.455,4.205
4851,10550,2260,26,13,1,30.79611488039275,31.863098144531246,Qantīr,10.55,2.26
4852,12282,668,16,1,1,30.791396166239448,31.863098144531254,Qantīr,12.282,0.668
4853,20846,4704,10,4,1,30.78667722049005,31.852111816406254,Qantīr,20.846,4.704
4854,22232,9846,12,3,2,30.78667722049005,31.85760498046875,Qantīr,22.232,9.846
4855,22897,1420,9,1,1,30.7819580431652,31.857604980468757,Qantīr,22.897,1.42
4856,4216,576,122,11,1,30.763079018525,31.830139160156254,Qantīr,4.216,0.576
4857,9275,1275,27,1,1,30.763079018525,31.83563232421875,Qantīr,9.275,1.275
4858,52129,14052,11,2,1,30.7583586836331,31.824645996093743,Qantīr,52.129,14.052
4859,3145,546,63,2,2,30.7583586836331,31.83013916015625,Qantīr,3.145,0.546
4860,11320,465,16,1,1,30.7583586836331,31.83563232421875,Qantīr,11.32,0.465
4861,1921,392,43,16,3,30.763079018525,31.84112548828125,Qantīr,1.921,0.392
4862,1284,490,26,2,1,30.767799121944847,31.852111816406246,Qantīr,1.284,0.49
4863,7236,522,49,5,3,30.7583586836331,31.841125488281254,Qantīr,7.236,0.522
4864,51926,15484,13,1,1,30.78667722049005,31.87957763671875,Qantīr,51.926,15.484
4865,26444,2850,10,1,1,30.772518993871945,31.868591308593743,Qantīr,26.444,2.85
4866,7679,393,52,5,1,30.78667722049005,31.890563964843743,Qantīr,7.679,0.393
4867,8338,483,83,1,1,30.78667722049005,31.89605712890625,Qantīr,8.338,0.483
4868,5472,733,38,8,1,30.753638117289757,31.86309814453125,Qantīr,5.472,0.733
4869,29628,3964,14,27,1,30.763079018525,31.890563964843757,Qantīr,29.628,3.964
4870,4228,777,61,20,3,30.763079018525,31.896057128906254,Qantīr,4.228,0.777
4871,6715,641,77,6,2,30.753638117289757,31.885070800781254,Qantīr,6.715,0.641
4872,13242,706,14,6,1,30.753638117289757,31.94000244140625,Al Ḩusaynīyah,13.242,0.706
4873,10256,697,23,5,2,30.739475029758395,30.940246582031246,Ţanţā,10.256,0.697
4874,9845,1131,24,15,3,30.739475029758395,30.97320556640625,Ţanţā,9.845,1.131
4875,17933,2184,19,10,5,30.73475353781655,30.97320556640625,Ţanţā,17.933,2.184
4876,7476,1303,83,19,4,30.725309859910105,30.94024658203125,Ţanţā,7.476,1.303
4877,16188,4500,10,1,1,30.739475029758395,30.98968505859375,Ţanţā,16.188,4.5
4878,23796,3675,11,33,5,30.73475353781655,30.98968505859375,Ţanţā,23.796,3.675
4879,1192,90,23,2,1,30.739475029758395,31.000671386718743,Ţanţā,1.192,0.09
4880,16432,2266,20,12,3,30.73475353781655,30.99517822265625,Ţanţā,16.432,2.266
4881,13048,2352,69,41,10,30.7489173195157,31.017150878906254,Ţanţā,13.048,2.352
4882,14769,1779,25,72,23,30.7489173195157,31.02264404296875,Ţanţā,14.769,1.779
4883,7000,688,21,2,1,30.744196290331697,31.017150878906254,Ţanţā,7.0,0.688
4884,14987,1519,21,1,1,30.744196290331697,31.02264404296875,Ţanţā,14.987,1.519
4885,28946,4727,7,1,1,30.7300318145269,30.989685058593757,Ţanţā,28.946,4.727
4886,1352,347,47,1,1,30.7300318145269,30.99517822265625,Ţanţā,1.352,0.347
4887,7579,845,61,23,5,30.720587673986948,30.98968505859375,Ţanţā,7.579,0.845
4888,12303,1238,24,1,1,30.715865256778205,30.98419189453125,Ţanţā,12.303,1.238
4889,9429,952,61,26,5,30.715865256778205,30.989685058593757,Ţanţā,9.429,0.952
4890,5321,1002,171,5,2,30.720587673986948,30.995178222656254,Ţanţā,5.321,1.002
4891,9885,1297,19,5,3,30.715865256778205,30.995178222656254,Ţanţā,9.885,1.297
4892,19853,2449,12,19,4,30.7300318145269,31.02264404296875,Ţanţā,19.853,2.449
4893,10187,1650,27,40,5,30.725309859910105,31.02264404296875,Ţanţā,10.187,1.65
4894,1958,936,48,3,2,30.720587673986948,31.02264404296875,Ţanţā,1.958,0.936
4895,37767,5455,9,2,1,30.69697327550215,30.973205566406254,Ţanţā,37.767,5.455
4896,29914,1904,11,1,1,30.69697327550215,30.978698730468757,Ţanţā,29.914,1.904
4897,28703,1741,12,1,1,30.69224970217675,30.945739746093757,Ash Shuhadā’,28.703,1.741
4898,13884,4464,19,19,8,30.6875258976904,30.94024658203125,Ash Shuhadā’,13.884,4.464
4899,20839,2160,23,12,4,30.6875258976904,30.945739746093757,Ash Shuhadā’,20.839,2.16
4900,30169,29356,24,13,5,30.6875258976904,30.95123291015625,Ash Shuhadā’,30.169,29.356
4901,28306,21330,27,51,14,30.682801862063844,30.940246582031246,Ash Shuhadā’,28.306,21.33
4902,16666,2471,24,9,5,30.682801862063844,30.945739746093743,Ash Shuhadā’,16.666,2.471
4903,15220,2636,35,20,9,30.678077595317895,30.940246582031246,Ash Shuhadā’,15.22,2.636
4904,18897,5815,30,69,11,30.678077595317895,30.94573974609375,Ash Shuhadā’,18.897,5.815
4905,20802,3882,59,48,17,30.682801862063844,30.951232910156246,Ash Shuhadā’,20.802,3.882
4906,19109,1556,28,13,4,30.678077595317895,30.951232910156246,Ash Shuhadā’,19.109,1.556
4907,18893,2129,15,16,1,30.69224970217675,30.97320556640625,Ţanţā,18.893,2.129
4908,18542,3323,21,47,5,30.69224970217675,30.97869873046875,Ţanţā,18.542,3.323
4909,33732,4324,12,7,2,30.6875258976904,30.97869873046875,Ţanţā,33.732,4.324
4910,32380,5710,11,7,2,30.682801862063844,30.973205566406257,Ţanţā,32.38,5.71
4911,8865,235,36,2,1,30.678077595317895,30.973205566406257,Ţanţā,8.865,0.235
4912,24147,3540,23,4,2,30.678077595317895,30.978698730468743,Ţanţā,24.147,3.54
4913,11313,1431,22,11,2,30.69697327550215,30.99517822265625,Ţanţā,11.313,1.431
4914,1458,350,50,7,2,30.69697327550215,31.02264404296875,Ţanţā,1.458,0.35
4915,11572,1128,24,7,3,30.69224970217675,30.99517822265625,Ţanţā,11.572,1.128
4916,4075,171,78,1,1,30.69224970217675,31.000671386718743,Ţanţā,4.075,0.171
4917,14138,1996,23,23,8,30.6875258976904,30.99517822265625,Ţanţā,14.138,1.996
4918,16915,2106,21,16,6,30.6875258976904,31.000671386718743,Ţanţā,16.915,2.106
4919,17511,2639,12,4,2,30.682801862063844,30.99517822265625,Ţanţā,17.511,2.639
4920,13287,2187,18,42,9,30.682801862063844,31.00067138671875,Ţanţā,13.287,2.187
4921,13017,7306,20,10,4,30.678077595317895,30.995178222656254,Ţanţā,13.017,7.306
4922,16476,3115,20,68,16,30.678077595317895,31.000671386718743,Ţanţā,16.476,3.115
4923,25533,2427,44,1,1,30.678077595317895,31.006164550781254,Ţanţā,25.533,2.427
4924,8042,677,87,9,3,30.682801862063844,31.02264404296875,Ţanţā,8.042,0.677
4925,21938,2817,15,7,6,30.7489173195157,31.02813720703125,Ţanţā,21.938,2.817
4926,1547,372,41,1,1,30.7489173195157,31.03363037109375,Ţanţā,1.547,0.372
4927,8237,644,16,4,3,30.744196290331697,31.028137207031254,Ţanţā,8.237,0.644
4928,7085,2569,52,3,1,30.739475029758395,31.02813720703125,Ţanţā,7.085,2.569
4929,1616,348,44,1,1,30.7489173195157,31.06658935546875,Ţanţā,1.616,0.348
4930,14236,1743,35,83,15,30.744196290331697,31.066589355468743,Ţanţā,14.236,1.743
4931,10774,1575,22,3,1,30.739475029758395,31.06109619140625,Ţanţā,10.774,1.575
4932,9041,989,30,26,11,30.739475029758395,31.066589355468757,Ţanţā,9.041,0.989
4933,29816,3665,27,2,2,30.73475353781655,31.061096191406254,Ţanţā,29.816,3.665
4934,11171,4653,21,26,8,30.73475353781655,31.066589355468757,Ţanţā,11.171,4.653
4935,5492,1243,87,10,5,30.7300318145269,31.02813720703125,Ţanţā,5.492,1.243
4936,9145,444,28,8,2,30.7300318145269,31.03363037109375,Ţanţā,9.145,0.444
4937,10217,5138,20,40,4,30.725309859910105,31.02813720703125,Ţanţā,10.217,5.138
4938,14756,1699,26,16,5,30.725309859910105,31.04461669921875,Ţanţā,14.756,1.699
4939,12241,1548,19,5,2,30.720587673986948,31.02813720703125,Ţanţā,12.241,1.548
4940,21094,3990,16,7,2,30.720587673986948,31.04461669921875,Ţanţā,21.094,3.99
4941,18509,3311,10,124,4,30.7300318145269,31.050109863281246,Ţanţā,18.509,3.311
4942,14752,1617,64,78,10,30.725309859910105,31.050109863281254,Ţanţā,14.752,1.617
4943,12124,1498,24,22,5,30.7300318145269,31.061096191406254,Ţanţā,12.124,1.498
4944,2079,612,141,4,1,30.7300318145269,31.06658935546875,Ţanţā,2.079,0.612
4945,54447,18639,10,3,2,30.720587673986948,31.05010986328125,Ţanţā,54.447,18.639
4946,23531,1165,25,2,1,30.715865256778205,31.050109863281254,Ţanţā,23.531,1.165
4947,17020,2331,22,77,6,30.715865256778205,31.055603027343757,Ţanţā,17.02,2.331
4948,8853,834,31,20,5,30.744196290331697,31.07208251953125,Ţanţā,8.853,0.834
4949,1393,274,43,3,1,30.7489173195157,31.08306884765625,Ţanţā,1.393,0.274
4950,1501,336,28,1,1,30.7489173195157,31.088562011718757,Ţanţā,1.501,0.336
4951,8701,2360,59,68,10,30.739475029758395,31.072082519531246,Ţanţā,8.701,2.36
4952,8429,634,29,5,2,30.739475029758395,31.07757568359375,Ţanţā,8.429,0.634
4953,12545,1817,27,67,6,30.73475353781655,31.07208251953125,Ţanţā,12.545,1.817
4954,7228,1103,27,8,5,30.73475353781655,31.07757568359375,Ţanţā,7.228,1.103
4955,10871,696,26,2,2,30.739475029758395,31.08306884765625,Ţanţā,10.871,0.696
4956,16586,2893,13,5,4,30.7489173195157,31.10504150390625,Ţanţā,16.586,2.893
4957,11736,2174,18,4,1,30.7489173195157,31.11053466796875,Sunbāţ,11.736,2.174
4958,23905,3212,73,9,3,30.73475353781655,31.11053466796875,Sunbāţ,23.905,3.212
4959,37519,4595,10,1,1,30.725309859910105,31.08856201171875,Ţanţā,37.519,4.595
4960,11645,2454,27,12,1,30.7300318145269,31.09954833984375,Ţanţā,11.645,2.454
4961,11939,1431,24,15,5,30.7300318145269,31.110534667968743,Sunbāţ,11.939,1.431
4962,21210,2091,27,5,3,30.715865256778205,31.110534667968757,Sunbāţ,21.21,2.091
4963,13758,2172,39,1,1,30.70169661764575,31.03363037109375,Ţanţā,13.758,2.172
4964,1276,341,132,31,2,30.69697327550215,31.02813720703125,Ţanţā,1.276,0.341
4965,25322,3704,22,17,7,30.69697327550215,31.044616699218743,Ţanţā,25.322,3.704
4966,23852,4746,9,1,1,30.711142608304552,31.050109863281246,Ţanţā,23.852,4.746
4967,19118,4666,8,1,1,30.70169661764575,31.050109863281254,Ţanţā,19.118,4.666
